external_id,name,description,organizer_name,address,city,state,zipcode,latitude,longitude,day_of_week,start_hour,end_hour,parking_info,admission_info,source
nominatim:379028508,Eagle River Farmers Market,"Farmers market in Anchorage, AK. Confirm hours with the organizer.",,10527 Eagle River Road,Anchorage,AK,99577,61.315731,-149.572063,saturday,8,13,,Free admission.,nominatim
nominatim:379540366,Girdwood Farmers Market,"Farmers market in Anchorage, AK. Confirm hours with the organizer.",,148 Lindblad Avenue,Anchorage,AK,99587,60.963254,-149.135,saturday,8,13,,Free admission.,nominatim
nominatim:332898392,Farmers Market,"Farmers market in Pine, AZ. Confirm hours with the organizer.",,3774 Payson-Winslow Highway,Pine,AZ,85544,34.385516,-111.455074,saturday,8,13,,Free admission.,nominatim
nominatim:317183726,Farmers' Market,"Farmers market in Arizona, AZ. Confirm hours with the organizer.",,West Arivaca Road,Arizona,AZ,85601,31.574798,-111.329795,saturday,8,13,,Free admission.,nominatim
nominatim:332840379,Farmers Market,"Farmers market in Pine, AZ. Confirm hours with the organizer.",,3774 Payson-Winslow Highway,Pine,AZ,85544,34.385516,-111.455074,saturday,8,13,,Free admission.,nominatim
nominatim:317264010,Farmers' Market,"Farmers market in Arizona, AZ. Confirm hours with the organizer.",,West Arivaca Road,Arizona,AZ,85601,31.574798,-111.329795,saturday,8,13,,Free admission.,nominatim
nominatim:317161590,Sprouts Farmers Market,"Farmers market in Phoenix, AZ. Confirm hours with the organizer.",,245 East Bell Road,Phoenix,AZ,85022,33.63926,-112.072025,saturday,8,13,,Free admission.,nominatim
nominatim:319148209,Sprouts Farmers Market,"Farmers market in Phoenix, AZ. Confirm hours with the organizer.",,East Devonshire Avenue,Phoenix,AZ,85016,33.495978,-112.019828,saturday,8,13,,Free admission.,nominatim
nominatim:319449565,Sprouts Farmers Market,"Farmers market in Phoenix, AZ. Confirm hours with the organizer.",,7700 South 59th Avenue,Phoenix,AZ,85339,33.376036,-112.187915,saturday,8,13,,Free admission.,nominatim
nominatim:317585761,Sprouts Farmers Market,"Farmers market in Phoenix, AZ. Confirm hours with the organizer.",,8040 North 19th Avenue,Phoenix,AZ,85021,33.554563,-112.101167,saturday,8,13,,Free admission.,nominatim
nominatim:316002521,Roadrunner Farmers Market,"Farmers market in Phoenix, AZ. Confirm hours with the organizer.",,East Cactus Road,Phoenix,AZ,85032,33.597369,-112.006508,saturday,8,13,,Free admission.,nominatim
nominatim:319758525,Sprouts Farmers Market,"Farmers market in Phoenix, AZ. Confirm hours with the organizer.",,4201 West Thunderbird Road,Phoenix,AZ,85053,33.609243,-112.148565,saturday,8,13,,Free admission.,nominatim
nominatim:331205997,Sprouts Farmers Market,"Farmers market in Phoenix, AZ. Confirm hours with the organizer.",,12415 North Tatum Boulevard,Phoenix,AZ,85032,33.599505,-111.978748,saturday,8,13,,Free admission.,nominatim
nominatim:329204982,Sprouts Farmers Market,"Farmers market in Phoenix, AZ. Confirm hours with the organizer.",,East Mountain Sage Drive,Phoenix,AZ,85044,33.317611,-111.981517,saturday,8,13,,Free admission.,nominatim
nominatim:328329830,Sprouts Farmers Market,"Farmers market in Phoenix, AZ. Confirm hours with the organizer.",,5455 East High Street,Phoenix,AZ,85054,33.675284,-111.96371,saturday,8,13,,Free admission.,nominatim
nominatim:319210337,Sprouts Farmers Market,"Farmers market in Phoenix, AZ. Confirm hours with the organizer.",,1625 East Glendale Avenue,Phoenix,AZ,85020,33.537691,-112.046188,saturday,8,13,,Free admission.,nominatim
nominatim:318604542,Sprouts Farmers Market,"Farmers market in Phoenix, AZ. Confirm hours with the organizer.",,3320 North 7th Avenue,Phoenix,AZ,85013,33.48689,-112.084099,saturday,8,13,,Free admission.,nominatim
nominatim:332729839,Sprouts Farmers Market,"Farmers market in Tucson, AZ. Confirm hours with the organizer.",,4645 East Speedway Boulevard,Tucson,AZ,85712,32.237467,-110.893553,saturday,8,13,,Free admission.,nominatim
nominatim:332021682,Sprouts Farmers Market,"Farmers market in Tucson, AZ. Confirm hours with the organizer.",,4800 South Landing Way,Tucson,AZ,85714,32.165191,-110.988504,saturday,8,13,,Free admission.,nominatim
nominatim:333075174,Sprouts Farmers Market,"Farmers market in Tucson, AZ. Confirm hours with the organizer.",,4282 North 1st Avenue,Tucson,AZ,85719,32.285286,-110.959408,saturday,8,13,,Free admission.,nominatim
nominatim:332752689,Sprouts Farmers Market,"Farmers market in Tucson, AZ. Confirm hours with the organizer.",,7877 East Broadway Boulevard,Tucson,AZ,85710,32.222542,-110.824774,saturday,8,13,,Free admission.,nominatim
nominatim:332658585,Sprouts Farmers Market,"Farmers market in Tucson, AZ. Confirm hours with the organizer.",,3860 West River Road,Tucson,AZ,85741,32.322271,-111.043422,saturday,8,13,,Free admission.,nominatim
nominatim:328783048,Sprouts Farmers Market,"Farmers market in Mesa, AZ. Confirm hours with the organizer.",,5918 East Longbow Parkway,Mesa,AZ,85215,33.473863,-111.702695,saturday,8,13,,Free admission.,nominatim
nominatim:332455889,Sprouts Farmers Market,"Farmers market in Mesa, AZ. Confirm hours with the organizer.",,1925 East Brown Road,Mesa,AZ,85203,33.436197,-111.78937,saturday,8,13,,Free admission.,nominatim
nominatim:332304872,Sprouts Farmers Market,"Farmers market in Mesa, AZ. Confirm hours with the organizer.",,2060 East Baseline Road,Mesa,AZ,85204,33.380911,-111.786745,saturday,8,13,,Free admission.,nominatim
nominatim:332332671,Sprouts Farmers Market,"Farmers market in Mesa, AZ. Confirm hours with the organizer.",,5225 East Southern Avenue,Mesa,AZ,85206,33.391918,-111.71816,saturday,8,13,,Free admission.,nominatim
nominatim:332393448,Sprouts Farmers Market,"Farmers market in Mesa, AZ. Confirm hours with the organizer.",,1240 South Signal Butte Road,Mesa,AZ,85209,33.392132,-111.599581,saturday,8,13,,Free admission.,nominatim
nominatim:334834474,Sprouts Farmers Market,"Farmers market in Scottsdale, AZ. Confirm hours with the organizer.",,23269 North Scottsdale Road,Scottsdale,AZ,85255,33.697595,-111.923356,saturday,8,13,,Free admission.,nominatim
nominatim:332625830,Sprouts Farmers Market,"Farmers market in Scottsdale, AZ. Confirm hours with the organizer.",,9301 East Shea Boulevard,Scottsdale,AZ,85260,33.581366,-111.880504,saturday,8,13,,Free admission.,nominatim
nominatim:331248757,Sprouts Farmers Market,"Farmers market in Scottsdale, AZ. Confirm hours with the organizer.",,4402 North Miller Road,Scottsdale,AZ,85251,33.500944,-111.919138,saturday,8,13,,Free admission.,nominatim
nominatim:328666525,Sprouts Farmers Market,"Farmers market in Scottsdale, AZ. Confirm hours with the organizer.",,8787 North Scottsdale Road,Scottsdale,AZ,85253,33.565664,-111.924471,saturday,8,13,,Free admission.,nominatim
nominatim:332565953,Sprouts Farmers Market,"Farmers market in Tempe, AZ. Confirm hours with the organizer.",,1706 East Southern Avenue,Tempe,AZ,85282,33.394324,-111.91135,saturday,8,13,,Free admission.,nominatim
nominatim:332540913,Sprouts Farmers Market,"Farmers market in Tempe, AZ. Confirm hours with the organizer.",,931 East Elliot Road,Tempe,AZ,85284,33.347887,-111.927333,saturday,8,13,,Free admission.,nominatim
nominatim:330162978,Tempe Farmers Market,"Farmers market in Tempe, AZ. Confirm hours with the organizer.",,805 South Farmer Avenue,Tempe,AZ,85281,33.421636,-111.944044,saturday,8,13,,Free admission.,nominatim
nominatim:333755759,Sprouts Farmers Market,"Farmers market in Flagstaff, AZ. Confirm hours with the organizer.",,1540 South Riordan Ranch Street,Flagstaff,AZ,86001,35.185408,-111.659295,saturday,8,13,,Free admission.,nominatim
nominatim:333485591,Sprouts Farmers Market,"Farmers market in Phoenix, AZ. Confirm hours with the organizer.",,East Mountain Sage Drive,Phoenix,AZ,85044,33.317611,-111.981517,saturday,8,13,,Free admission.,nominatim
nominatim:319560765,Sprouts Farmers Market,"Farmers market in Avondale, AZ. Confirm hours with the organizer.",,9824 West McDowell Road,Avondale,AZ,85353,33.466383,-112.270727,saturday,8,13,,Free admission.,nominatim
nominatim:316910427,Sprouts Farmers Market,"Farmers market in Avondale, AZ. Confirm hours with the organizer.",,1809 North Dysart Road,Avondale,AZ,85392,33.468313,-112.339613,saturday,8,13,,Free admission.,nominatim
nominatim:331621531,Verde Valley Farmers Market,"Farmers market in Camp Verde, AZ. Confirm hours with the organizer.",,East Hollamon Street,Camp Verde,AZ,86322,34.564018,-111.85292,saturday,8,13,,Free admission.,nominatim
nominatim:328292728,Sprouts Farmers Market,"Farmers market in Cave Creek, AZ. Confirm hours with the organizer.",,5455 East Carefree Highway,Cave Creek,AZ,85331,33.797868,-111.965671,saturday,8,13,,Free admission.,nominatim
nominatim:333158953,Casa Grande Farmers Market,"Farmers market in Casa Grande, AZ. Confirm hours with the organizer.",,North Florence Street,Casa Grande,AZ,86122,32.878277,-111.752781,saturday,8,13,,Free admission.,nominatim
nominatim:331753556,Sprouts Farmers Market,"Farmers market in Cave Creek, AZ. Confirm hours with the organizer.",,5455 East Carefree Highway,Cave Creek,AZ,85331,33.797868,-111.965671,saturday,8,13,,Free admission.,nominatim
nominatim:316040633,Farmers' Market,"Farmers market in Arizona, AZ. Confirm hours with the organizer.",,West Arivaca Road,Arizona,AZ,85601,31.574798,-111.329795,saturday,8,13,,Free admission.,nominatim
nominatim:314094171,Sierra Vista Farmers Market,"Farmers market in Sierra Vista, AZ. Confirm hours with the organizer.",,Jean Randale Way,Sierra Vista,AZ,85635,31.555643,-110.266665,saturday,8,13,,Free admission.,nominatim
nominatim:319974838,Sprouts Farmers Market,"Farmers market in Phoenix, AZ. Confirm hours with the organizer.",,7700 South 59th Avenue,Phoenix,AZ,85339,33.376036,-112.187915,saturday,8,13,,Free admission.,nominatim
nominatim:320082549,Sprouts Farmers Market,"Farmers market in Phoenix, AZ. Confirm hours with the organizer.",,4201 West Thunderbird Road,Phoenix,AZ,85053,33.609243,-112.148565,saturday,8,13,,Free admission.,nominatim
nominatim:320568197,Sprouts Farmers Market,"Farmers market in Avondale, AZ. Confirm hours with the organizer.",,9824 West McDowell Road,Avondale,AZ,85353,33.466383,-112.270727,saturday,8,13,,Free admission.,nominatim
nominatim:319713369,Sprouts Farmers Market,"Farmers market in Phoenix, AZ. Confirm hours with the organizer.",,34750 North North Valley Parkway,Phoenix,AZ,85086,33.799828,-112.131607,saturday,8,13,,Free admission.,nominatim
nominatim:320598181,Sprouts Farmers Market,"Farmers market in Glendale, AZ. Confirm hours with the organizer.",,6760 West Deer Valley Road,Glendale,AZ,85308,33.68301,-112.205322,saturday,8,13,,Free admission.,nominatim
nominatim:323471353,Sprouts Farmers Market,"Farmers market in Glendale, AZ. Confirm hours with the organizer.",,5665 West Bell Road,Glendale,AZ,85308,33.637322,-112.180761,saturday,8,13,,Free admission.,nominatim
nominatim:320719579,Sprouts Farmers Market,"Farmers market in Peoria, AZ. Confirm hours with the organizer.",,West Thunderbird Road,Peoria,AZ,85381,33.608453,-112.239333,saturday,8,13,,Free admission.,nominatim
nominatim:320793313,Sprouts Farmers Market,"Farmers market in Peoria, AZ. Confirm hours with the organizer.",,10134 West Happy Valley Parkway,Peoria,AZ,85383,33.713017,-112.277549,saturday,8,13,,Free admission.,nominatim
nominatim:319475339,Sprouts Farmers Market,"Farmers market in Peoria, AZ. Confirm hours with the organizer.",,8375 West Thunderbird Road,Peoria,AZ,85381,33.608701,-112.23921,saturday,8,13,,Free admission.,nominatim
nominatim:320318063,Sprouts Farmers Market,"Farmers market in Surprise, AZ. Confirm hours with the organizer.",,13759 West Bell Road,Surprise,AZ,85374,33.637025,-112.356189,saturday,8,13,,Free admission.,nominatim
nominatim:320489442,Sprouts Farmers Market,"Farmers market in Surprise, AZ. Confirm hours with the organizer.",,13650 North Prasada Parkway,Surprise,AZ,85388,33.608336,-112.416542,saturday,8,13,,Free admission.,nominatim
nominatim:321245277,Sprouts Farmers Market,"Farmers market in Surprise, AZ. Confirm hours with the organizer.",,West Country Club Drive,Surprise,AZ,85387,33.691901,-112.41094,saturday,8,13,,Free admission.,nominatim
nominatim:318999914,Sprouts Farmers Market,"Farmers market in Avondale, AZ. Confirm hours with the organizer.",,1809 North Dysart Road,Avondale,AZ,85392,33.468313,-112.339613,saturday,8,13,,Free admission.,nominatim
nominatim:333078819,Sprouts Farmers Market,"Farmers market in Mesa, AZ. Confirm hours with the organizer.",,5918 East Longbow Parkway,Mesa,AZ,85215,33.473863,-111.702695,saturday,8,13,,Free admission.,nominatim
nominatim:334743900,Sprouts Farmers Market,"Farmers market in Mesa, AZ. Confirm hours with the organizer.",,5225 East Southern Avenue,Mesa,AZ,85206,33.391918,-111.71816,saturday,8,13,,Free admission.,nominatim
nominatim:333357878,Sprouts Farmers Market,"Farmers market in Queen Creek, AZ. Confirm hours with the organizer.",,21181 South Ellsworth Loop Road,Queen Creek,AZ,85142,33.256181,-111.636428,saturday,8,13,,Free admission.,nominatim
nominatim:333624762,Sprouts Farmers Market,"Farmers market in Queen Creek, AZ. Confirm hours with the organizer.",,West Combs Road,Queen Creek,AZ,85140,33.221396,-111.565275,saturday,8,13,,Free admission.,nominatim
nominatim:331988713,Sprouts Farmers Market,"Farmers market in Mesa, AZ. Confirm hours with the organizer.",,1240 South Signal Butte Road,Mesa,AZ,85209,33.392132,-111.599581,saturday,8,13,,Free admission.,nominatim
nominatim:332397875,San Tan Valley Farmers Market,"Farmers market in San Tan Valley, AZ. Confirm hours with the organizer.",,2505 East Germann Road,San Tan Valley,AZ,85140,33.27696,-111.541717,saturday,8,13,,Free admission.,nominatim
nominatim:320889454,Sprouts Farmers Market,"Farmers market in Prescott, AZ. Confirm hours with the organizer.",,174 East Sheldon Street,Prescott,AZ,86301,34.546702,-112.467694,saturday,8,13,,Free admission.,nominatim
nominatim:320890719,Sprouts Farmers Market,"Farmers market in Prescott Valley, AZ. Confirm hours with the organizer.",,5645 East Oxford,Prescott Valley,AZ,86314,34.574391,-112.363978,saturday,8,13,,Free admission.,nominatim
nominatim:329463508,Farmers Market,"Farmers market in Pine, AZ. Confirm hours with the organizer.",,3774 Payson-Winslow Highway,Pine,AZ,85544,34.385516,-111.455074,saturday,8,13,,Free admission.,nominatim
nominatim:333041149,Farmers Market,"Farmers market in Hot Springs, AR. Confirm hours with the organizer.",,121 Orange Street,Hot Springs,AR,71901,34.504849,-93.050935,saturday,8,13,,Free admission.,nominatim
nominatim:334615717,farmers market,"Farmers market in Heber Springs, AR. Confirm hours with the organizer.",,Frauenthal Street,Heber Springs,AR,72543,35.491776,-92.025945,saturday,8,13,,Free admission.,nominatim
nominatim:340052286,Farmers Market,"Farmers market in Imboden, AR. Confirm hours with the organizer.",,West 3rd Street,Imboden,AR,72434,36.203679,-91.186986,saturday,8,13,,Free admission.,nominatim
nominatim:334529736,Farmers Market,"Farmers market in Hot Springs, AR. Confirm hours with the organizer.",,121 Orange Street,Hot Springs,AR,71901,34.504849,-93.050935,saturday,8,13,,Free admission.,nominatim
nominatim:335217556,farmers market,"Farmers market in Heber Springs, AR. Confirm hours with the organizer.",,Frauenthal Street,Heber Springs,AR,72543,35.491776,-92.025945,saturday,8,13,,Free admission.,nominatim
nominatim:337793486,Farmers Market,"Farmers market in Imboden, AR. Confirm hours with the organizer.",,West 3rd Street,Imboden,AR,72434,36.203679,-91.186986,saturday,8,13,,Free admission.,nominatim
nominatim:335115979,River Market Farmers Market,"Farmers market in Little Rock, AR. Confirm hours with the organizer.",,,Little Rock,AR,,34.747797,-92.266075,saturday,8,13,,Free admission.,nominatim
nominatim:336779073,Farmers Market,"Farmers market in Hot Springs, AR. Confirm hours with the organizer.",,121 Orange Street,Hot Springs,AR,71901,34.504849,-93.050935,saturday,8,13,,Free admission.,nominatim
